symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
PLTR,Technology,RED,2,0.19030890533155043,-0.44162945212939764,-0.1972632501567221,-0.3951743541144493,-2.799412834174938,20.85777603962981,0.013568838460638518,-0.14492944311042402,-0.28234222295842315
SBUX,Consumer Discretionary,RED,2,0.35571083936579445,-0.31308723774570757,-0.0009109330147774358,0.015585390857665627,-0.2351248485708843,41.43937483682517,0.025302794100011985,-0.0883743742569718,0.03435510681077467
LYFT,Technology,RED,2,0.5764670707188,-0.3755760368663596,-0.310145121766519,0.7105864152019759,0.438583486637894,66.48681055155876,-0.07361682670324643,0.41678321678321684,0.6592956592956593
TWLO,Technology,RED,2,0.5401888646233491,-0.4297994269340975,-0.3609677225261422,-1.0706832066351943,0.4802111400075428,33.80830958452077,0.06908344733242128,-0.16519151533648715,0.150836225938782
BA,Industrial,RED,2,0.4085496805632758,-0.2593536492788201,-0.011669075390925099,0.39056289198926813,1.2979731884076138,41.92731416993795,-0.021106390671608008,-0.07066849738264824,0.21713964596796861
FCEL,Energy,RED,1,0.3151866604447225,-0.26259642212374845,0.10712160082186732,0.06769602180585198,-0.14572415014276788,52.96566077003122,0.020285030687610558,0.05485050548505049,-0.010691950776679466
SPCE,Industrial,RED,1,0.2671603832708379,-0.21513134495198397,-0.0984535152947362,-0.008034389200970134,0.9101158426626147,64.65094917330069,-0.016842765979704983,0.09196537500726203,0.19880094393775125
UBER,Technology,GREEN,1,0.36542181662733236,-0.18635104507680658,-0.2215601660834936,-0.05516488981570911,0.7964427625368024,52.34239444765759,-0.06338242762823777,0.010077774126410203,0.18598070739549832
AAPL,Technology,RED,1,0.33320014816161153,-0.2621509864799709,-0.2186210596201544,-0.5957209305098823,0.561577971581701,70.67777224568525,0.011704376419008771,0.209770848009811,0.23788695642178104
PG,Consumer Staples,GREEN,1,0.16931295322343037,-0.148717161291056,-0.024608350688936725,0.6435649915775992,-0.5880338505707972,46.00770925110132,-0.001967213114754173,-0.03853442830069503,-0.0483354311221826
GM,Consumer Discretionary,RED,1,0.32078609852916923,-0.2510061482521249,0.2449315864181932,-1.0586522669150287,0.6791304570977356,75.33100201556903,0.09911822338340953,0.263731415300331,0.43698896266091675
ZM,Technology,RED,1,0.3050423446044996,-0.22072693811824237,-0.2690966737927828,-0.19972926412261585,0.12406918293630688,63.758647194465816,-0.02958229795290498,0.09609730018711592,0.0786531632250428
SQ,Financial Services,GREEN,1,0.3677255926831883,-0.18137053754616347,-0.061828146298192915,-0.3111728164735868,1.2353152543837738,67.94783802333563,0.15892160340546294,0.16761972837741249,0.3264311814859928
JNJ,Healthcare,GREEN,0,0.16405216471486453,-0.09376319864845822,-0.023053048465698847,-0.25894537001530293,1.6283246971916419,89.00099434147937,0.07361860775694168,0.15484942185702466,0.26801569410945136
XOM,Energy,GREEN,0,0.24512658370276189,-0.14532194738245785,-0.1869974924562744,0.6104784915311741,-0.007862761001059572,60.39228324464253,-0.021412728203378306,0.048699479169999706,0.07609898872399103
IBM,Technology,GREEN,0,0.28672410964672707,-0.17326328212269795,-0.07408221165138669,0.4028203396484741,1.4034469931901032,51.59576302739953,0.011255319897295165,0.11467622786523857,0.25405700592199637
WMT,Consumer Staples,GREEN,0,0.25803621512098707,-0.19821851730980208,-0.1226448896968396,0.13225808459125468,1.0820257709496222,69.38022564722473,0.03858084528887169,0.10179295876760434,0.13211414973620278
MCD,Consumer Discretionary,GREEN,0,0.15598533399220318,-0.10022958722772317,-0.1550545256079324,-0.1758410800123275,0.5024947568174002,63.07236053243006,0.01595465862927534,0.04482318765578355,-0.009870642381980918
MA,Financial Services,GREEN,0,0.21574352438870656,-0.15016221886129694,-0.05684756247456042,0.5351163642523994,0.49069885347103687,56.2510047003903,0.012385133020843517,0.006879651130721868,0.07388948313430041
HD,Consumer Discretionary,GREEN,0,0.21626556669343092,-0.1805738712686813,-0.1721457363662249,0.18512806397500967,-0.10427193611226288,60.764719402596235,-0.05150089004852581,0.04210342160460408,0.10067449101904856
V,Financial Services,GREEN,0,0.21190948284588698,-0.13669341988199538,-0.10939326464697863,0.2622730130759325,0.5855999260521485,48.21890236496452,0.02368319649050007,-0.031018572424599926,0.03391787094827305
KO,Consumer Staples,GREEN,0,0.14379835524582552,-0.08697193623958156,-0.0597385240846321,-0.0038832815707037344,1.1645247870537816,56.152648616590994,0.07827013857164612,0.03159468133616352,-0.0005857321298772673
MSFT,Technology,GREEN,0,0.22272208296747015,-0.19387012559592842,-0.1588833674480346,0.3638910652085792,1.1374356236647378,56.05490798070673,0.017753098971571547,0.014963368584920124,0.33304036868474235
SHOP,Technology,GREEN,0,0.22590605379170142,-0.13901050788091063,0.042649373923130916,-0.19293103092435937,2.0342059352274666,71.43658810325476,0.03462851568850598,0.11103351955307261,0.32170301142263763
CVX,Energy,GREEN,0,0.2551063016889214,-0.18339425169040732,-0.1663270709667249,-0.7066882433293721,0.08521250991132125,56.89544198947945,-0.02865884115884118,0.016017774596486026,0.14800455157940104
PEP,Consumer Staples,GREEN,0,0.19616923657820998,-0.19488998361302545,-0.046084851024534294,-0.11267435238493992,0.006219751130704795,64.7678739074669,0.08964682426659074,0.07714886024093838,0.1711458678517666
PLUG,Energy,GREEN,0,0.18824204880430873,-0.17217524980783983,0.10765033659050333,0.24045236762886008,-0.2510022196628456,57.33082706766918,0.05195385853527678,0.014400275933431074,-0.09137251873020776
NVDA,Technology,GREEN,0,0.146489743010174,-0.1468035271424634,-0.1312230754380169,0.12811284831598854,-0.11206256511928278,80.20192459378454,0.06884031921777259,0.09558200375842883,0.0855025373297797
RIVN,Consumer Discretionary,GREEN,0,0.16361819679840442,-0.1166061174264617,0.18300633579371642,-0.08163804532460411,0.16994669150325292,51.381628080657215,-0.010017530678687669,0.0066208301502418635,0.00317218627077782
NKLA,Consumer Discretionary,GREEN,0,0.2330601574221247,-0.17773730447825184,0.1132443820164714,-0.3459657198571402,0.5677343507228519,67.33232038202735,0.08378981537837295,0.1853988683013426,0.2964446062371072
